business_id,review_cool,review_funny,review_id,review_stars,review_useful,user_id,attributes_DogsAllowed,attributes_DriveThru,attributes_GoodForKids,good_for_dessert,good_for_late_night,good_for_lunch,good_for_dinner,good_for_brunch,good_for_breakfast,attributes_HasTV,attributes_NoiseLevel,attributes_OutdoorSeating,attributes_RestaurantsAttire,attributes_RestaurantsDelivery,attributes_RestaurantsGoodForGroups,attributes_RestaurantsPriceRange,attributes_RestaurantsReservations,attributes_RestaurantsTableService,attributes_RestaurantsTakeOut,attributes_Smoking,attributes_WheelchairAccessible,attributes_WiFi,categories,city,is_open,name,bus_review_count,bus_stars,state,cuisine,user_average_stars,bus_cool,user_review_count
h2hJyBYCIXU2_om6LYHWHA,0,0,zlRLqibaUmc5cNpTlCgHtw,3,0,OZvIS0abL93Gk8XV3-ZPGQ,,,1,0,0,1,1,0,0,1,average,1,casual,0,1,2,1,,1,,,free,"Bars, Food, Burgers, Restaurants, Chicken Wings, American (Traditional), Nightlife",Scottsdale,0,Cold Beers & Cheeseburgers,325,3.5,AZ,American,4.08,16,37
GlwOGCjSzts7AnbK9gqmng,0,0,JrfN4yaqhvJoXJo1S8dqzw,2,0,1cuXedIFXvu7l3RNd4lLug,,,1,1,0,1,1,0,0,1,average,1,casual,0,1,2,1,1,1,,,no,"Gastropubs, American (Traditional), Restaurants, American (New), Comfort Food",Chandler,1,Cheddar's Scratch Kitchen,590,3.5,AZ,American,3.93,2,45
wHq1efQVz17338k_aUOX3w,2,2,r8FS8uZo1XmianBSETSYEg,5,2,Mi7Lk0I25mh4NwszccT0cg,,,1,0,0,1,0,0,1,1,average,1,casual,1,1,2,1,,1,,,free,"Sandwiches, Restaurants, American (New), Cafes, Delis, Breakfast & Brunch, Pizza, Nightlife, Food, Local Flavor, Arts & Entertainment, Jazz & Blues, Coffee & Tea",Phoenix,1,Hob Nobs,307,4,AZ,American,3.9,28,23
MmQsPiVSN08WtmlsC_ZSVA,4,2,OUzykdQuEb5CKVk30o7fiQ,5,4,qCzx039NVrJkWnZEqQ1JKA,,,1,0,0,1,1,0,0,0,average,1,casual,0,0,1,0,,1,,,no,"Tapas/Small Plates, Street Vendors, Restaurants, Food, Mexican",Peoria,1,Brushfire Tacos Y Tapas,299,3.5,AZ,Mexican,4.24,500,247
hH36Av7cncv499KS3kjcXg,0,0,jrHL3ymg5gSIL-5AtV4-_w,4,0,Qjrn5UsK2HBZxx40HYA1iQ,0,,1,0,0,1,0,0,0,0,average,0,casual,1,1,1,0,0,1,no,1,no,"Sandwiches, Food, Fruits & Veggies, Restaurants, Specialty Food, Soup, Food Delivery Services, Internet Cafes, Salad, Caterers, Breakfast & Brunch, Event Planning & Services, Delis",Tempe,1,Arizona Sandwich Co & Catering,138,4,AZ,Others,3.59,749,1256
bIV_3C8_deLgAxulAH0RhA,0,0,hOcn1UijEKxceqF-Qw6PrQ,5,0,dFiTRgfEfk2vA7r5Y3wJHQ,,,,,,,,,,,,,,,,1,,,,,,free,"Food, Restaurants, Ice Cream & Frozen Yogurt",Phoenix,0,Orange Leaf Frozen Yogurt,34,4,AZ,Others,4.62,11,74
TdKJjgiXMPXDamGK-IwFZg,0,0,CkZ8EyAHQYLIY3g7zAim0g,5,0,a3mIexuXjjEpN1LQAZP7Qw,,1,1,1,0,1,1,0,0,0,average,1,casual,0,1,1,0,,1,,,no,"Ice Cream & Frozen Yogurt, Burgers, Food, Fast Food, Restaurants, Diners",Glendale,1,Freddy's Frozen Custard & Steakburgers,220,4,AZ,Others,3.86,1,14
4jm-et6RMcjOkmrC_IcuCg,0,0,F1-nqnJxVPHclLHROYkoyA,4,0,63V3E_yPs3OzSqOs-GLt5A,,,1,0,0,1,1,0,0,1,average,0,casual,0,1,2,0,,1,,,no,"Mexican, Food, Restaurants",Tempe,1,Mariscos Sinaloa,137,3.5,AZ,Mexican,3.26,61,65
prcrTVScKNTfSu0wcle0DA,0,0,xITFRLSQPq64QUYiDimTaQ,4,1,k84XUMmUjJLi-vOqScytFg,,,1,0,0,1,1,0,0,1,average,1,casual,0,1,1,0,,1,,,no,"Cheesesteaks, Salad, Restaurants, Fast Food, Delis, Sandwiches",Phoenix,1,Jersey Mike's Subs,70,3.5,AZ,Others,2.39,11,62
X-ZKjDFvlcBrSfukL39C9g,2,2,EoLXrojNBZzUKoZ1ydGkZg,1,2,5CJNPaNko4HgOd9mTwTTuA,,,1,,,,,,,0,,1,casual,0,1,1,0,,1,,,no,"Tex-Mex, Restaurants, Mexican, Fast Food",Scottsdale,1,Taco Bell,29,3,AZ,Mexican,2.71,7,25
yoHRFCn5y9_rn9n_BQr__A,0,0,aLPwJfs1-ln04sSMD72XdA,4,1,Y5lqcqaAfI47jn_YbWQ4QA,,,1,0,1,0,0,0,0,0,average,0,casual,0,1,1,0,1,1,,,no,"Fast Food, Restaurants, Burgers, American (Traditional)",Phoenix,1,Whataburger,51,4,AZ,American,3.86,2,7
s6oqSa91yXeKXe5yMpV7dQ,0,1,LvkZ5PEBnwaQ6UqAu7T1XA,3,0,C4-DtyZClKlyIi9_9xc5AA,,,1,,,,,,,0,average,0,casual,0,1,1,0,,1,,,no,"Restaurants, Fast Food",Phoenix,1,Jack in The Box,22,2,AZ,Others,3.89,143,317
utR8Ei5_c2CRAIffpYtdZQ,0,0,aKLnj76aupx3YhvyWrhucA,1,0,1UyR7hF-iPUXo_cLGzVTEg,,,1,0,0,1,0,1,1,0,average,1,casual,0,1,2,0,1,1,,,free,"Breakfast & Brunch, Restaurants, Food, American (Traditional)",Tempe,1,Matt's Big Breakfast,281,3.5,AZ,American,2.54,0,12
0W_pPAiTXgazY2mtX6o0_w,0,0,x3arfD3QoDZqjMbJ8eoJuw,5,0,lMvro2bHUT4-c5Tc9VFquQ,,1,1,0,0,1,1,0,0,0,average,1,casual,0,1,1,0,0,1,,,no,"Hot Dogs, Fast Food, Burgers, Salad, American (Traditional), Restaurants",Scottsdale,1,Portillo's Hot Dogs,741,4,AZ,American,3.91,2,47
1_XieTGcu829D7eN_cHiow,0,0,H5DCPBQ2BcIlNsNMmhOHfQ,5,0,jzkbhkRdjWPwTIOgRGggIg,,,1,,,,,,,1,quiet,0,casual,0,1,1,1,,1,,,free,"Restaurants, Delis, Pizza, Food, Desserts",Phoenix,0,Villa Deli,74,4,AZ,Others,3.81,192,571
ghpFh6XpH1TYZhjAGdx-xw,0,0,Bfnyj9GQInJt0TM7RxKk7A,5,2,6cySO5U2it3U3fnYogwRHg,,,1,0,0,1,0,0,0,0,average,1,casual,0,1,1,0,,1,,,no,"Italian, Salad, Food, Pizza, Restaurants",Phoenix,1,Fired Pie,232,4,AZ,Italian,3.67,0,2
nEIWxj6m1gGWe1gi596Zvg,1,0,zvhQLLlr6CWySGzKhKvYQg,5,0,BEgwL_ce-Hs7AIHq2ljk3A,,0,1,0,0,1,1,0,0,0,average,1,casual,0,1,1,0,0,1,,,no,"Restaurants, Mexican, Tex-Mex, Fast Food",Glendale,1,Chipotle Mexican Grill,82,3.5,AZ,Mexican,3.61,53,142
mGyWcquYwIDVZkRMdtQnnA,0,0,Ixk0GiSbBVQmHTC-6F3myQ,5,0,Tq69-Wcqx_XMnDM4yVoL9Q,,,,,,,,,,,,,,,,2,,,1,,,,"Food, Fashion, Department Stores, Restaurants, Specialty Food, Shopping, Grocery, Delis, Meat Shops, Drugstores",Peoria,1,Fry's Marketplace,37,4,AZ,Others,3.75,106,115
oPkaBoX_0hVIBV_VXp7nlA,0,0,5kKIxzOFY8VzXMhyP0sNbg,3,1,N6ZTMIue-2b30CJv2tyPGg,,,1,0,0,1,1,0,0,1,average,1,casual,0,1,2,0,1,1,,,no,"Restaurants, Barbeque, American (Traditional), Comfort Food",Gilbert,1,Famous Dave's Bar-B-Que,202,3.5,AZ,American,3.51,593,470
67ebdi7bAH6YDfnNHL8xYw,0,0,zCEbphceBYLvicdwf0TiTA,4,0,aBJjeBrvBo_hFgG5XXS-tg,,1,0,0,0,0,0,0,0,0,average,0,casual,0,0,1,0,0,1,,0,no,"Beer, Wine & Spirits, Burgers, Food, Southern, Restaurants, Sandwiches, Chicken Wings",Laveen Village,1,JJ's Grubb Shack N Liquor,13,4,AZ,Others,3.57,4,21
aow8T0EAFdYDXmVAUO5aFg,0,1,frfSEiCehVyGJlYTcgLgsA,1,0,ZXLQFmlOwafwpVHzvrak4Q,,1,1,0,0,1,1,0,0,0,quiet,1,casual,0,0,1,0,,1,,,no,"Salad, Fast Food, Restaurants, American (New), American (Traditional)",Gilbert,1,Salad and Go,251,4.5,AZ,American,3.68,1,19
NxjUiGBNgyDErKXnmQ3s3w,0,0,cCh7QeKGQ66X3LcKIiYiKw,5,1,kuyOwcYrt9SDQVSWyI26tg,,,0,,,,,,,0,loud,1,casual,0,1,1,0,,1,,,free,"Food, Coffee & Tea, Breakfast & Brunch, Restaurants, Coffee Roasteries, Sandwiches",Tempe,1,Cartel Coffee Lab,719,4,AZ,Others,4.2,2,5
U99Zvi9LLv67TZ2z6ddsWQ,0,1,WZf7g9zZ-WwMfgQChnGtaQ,2,3,09LmHLTAOy6QXjLAIEZv4Q,,,1,0,0,1,1,0,0,1,average,1,casual,0,1,2,1,,1,,,free,"Restaurants, Fast Food, Burgers, American (New), American (Traditional)",Scottsdale,1,Pinnacle Grille,165,3.5,AZ,American,4.05,26,39
2zBCxn7_jHcfxoSjBdHJ3A,0,0,gzv2galXVxDTbvbUO_0Kxw,2,0,ToZTy3KZ3wl9YbDZQ1gUcA,,,1,0,0,1,0,0,1,1,average,1,casual,0,0,2,0,,1,,,free,"Event Planning & Services, Bakeries, Delis, Food, Salad, Breakfast & Brunch, Restaurants, Caterers, Sandwiches, Desserts",Phoenix,1,Breadcrafters Bakery & Cafe,223,4,AZ,Others,4.08,5,33
j2bx_ctb_ED3zbfSaqhQmQ,4,4,iKXjxTUdt4pv2lL7SGCyiA,5,5,9Lskp3870EP6fGbI9V6ZMQ,,,0,0,0,0,1,0,0,1,average,1,casual,0,1,2,1,,1,,,no,"Nightlife, Desserts, Steakhouses, Food, Restaurants, Bars, American (Traditional)",Scottsdale,1,Roaring Fork,1072,4,AZ,American,3.68,674,107
ujgpePdD8Q-fP1mPFnw0Qw,0,0,Pr81hy-RK_6iwkd4FFIe9Q,5,1,Of-8NG_jo2beWr4KSXmwvw,,,None,0,0,0,0,0,0,,,1,,0,None,2,,,1,,1,free,"Coffee Roasteries, Food, Brazilian, Coffee & Tea, Restaurants",Chandler,1,Peixoto Coffee,506,4.5,AZ,Others,3.75,105,283
bjvjXLLAUIIvUrMb6aU3EQ,4,1,G2cmdLXdLpwo2YokOum1Wg,5,3,rrjB-HqvK1IEgQETHxqXWQ,1,,1,0,0,0,0,0,0,0,quiet,0,casual,0,1,1,0,0,1,,1,free,"Vitamins & Supplements, Shopping, Cafes, Specialty Food, Health Markets, Restaurants, Juice Bars & Smoothies, Food",Phoenix,1,Smoothie King,21,3.5,AZ,Others,4.39,24,82
GTuAPBRsM5dVPqPy9oe14Q,1,0,kjY5kduR9z2SndtDc6I4Nw,5,3,O71PN016VT8c-D5pg2gEWw,,,1,0,0,1,0,0,0,0,average,0,casual,0,1,1,0,0,1,,,no,"Delis, Sandwiches, Italian, Restaurants, Food",Scottsdale,1,Casella's Italian Delicatessen,263,4.5,AZ,Italian,3.69,4,13
Iq7NqQD-sESu3vr9iEGuTA,1,1,4j_uShfSRxc6SY3gfMpxIw,5,1,YvqFcX5s0cHhqAFrXvNOHw,,,1,0,0,0,0,1,1,0,average,1,casual,0,1,2,0,,1,,,no,"Restaurants, Wraps, Waffles, Coffee & Tea, Breakfast & Brunch, Cafes, Gluten-Free, Food, American (Traditional), Sandwiches",Scottsdale,1,Butters Pancakes & Café,1278,4.5,AZ,American,3.85,239,223
qraqnnpchUfx-vMiTfgcNw,0,0,3P7mgmOY7vDMWsLvehl3jw,3,2,g21eFOcpqwCNMjoYv4BKOA,0,,1,0,0,1,0,0,0,0,,1,casual,0,1,2,0,,1,,,free,"Food, Breweries, Event Planning & Services, Brewpubs, Venues & Event Spaces, American (New), Restaurants",Phoenix,1,Helton Brewing Company,167,4.5,AZ,American,4.04,12,52
xIbtbAJLWLNZcqfqF4f-Nw,8,5,3Er-cibUpLDPyzPVoerEUQ,4,8,4FXbovgSEFZ5_9S5wddFIg,1,,0,0,0,0,1,0,0,1,average,1,casual,0,1,2,1,1,1,,1,free,"American (Traditional), Beer, Wine & Spirits, Food, Gastropubs, Restaurants",Scottsdale,1,Salty Sow,889,4,AZ,American,3.99,1551,340
RsREl3LkFGiwbt3kGIX4Eg,1,1,WkZIdMbxNHDfWqPhXjz_TA,3,3,4OA2oRAc2f3aW6k_HqteVg,,,1,0,0,1,1,0,0,1,average,1,casual,1,1,2,0,,1,,,no,"Restaurants, Barbeque, Soul Food",Phoenix,1,Honey Bear's BBQ,311,3,AZ,Others,3.54,14,23
htNS19kbvYpQ5FfW0_-f8g,0,0,f7RFzqvQw6WhbdD97dclgg,4,1,Vbnfm2wEDzZSzxmgwr2brg,,,0,0,0,0,1,0,0,1,average,1,casual,0,1,2,1,1,1,outdoor,1,free,"Bars, Food, Nightlife, Vegan, Diners, Beer, Wine & Spirits, Restaurants, American (New), Steakhouses, Cafes",Cave Creek,1,Indigo Crow Restaurant & Bar,200,4,AZ,American,3.93,57,101
oD-C0IhodDOtWWOiNm2txA,1,0,lh0b0pLgdpLPC5flKG25cQ,2,3,wzTyHMpah_EP1btNVn4zvg,1,,1,0,0,1,0,1,1,0,average,1,casual,0,1,2,0,,1,,,no,"Specialty Food, Art Classes, Sandwiches, Education, Restaurants, Fruits & Veggies, Arts & Entertainment, Venues & Event Spaces, Event Planning & Services, Breakfast & Brunch, Farms, Wedding Planning, Food, American (Traditional)",Phoenix,1,The Farm At South Mountain,438,4,AZ,American,3.92,18,48
AhPmh0NaRDbEYyhd9egzLA,0,0,Ma91pO0l3tBLa1oJYBqacg,3,0,ddZQHQWevDIYKkrgQQw9ZA,1,,1,0,0,1,1,0,0,1,average,1,casual,0,1,2,1,1,1,,1,free,"Food, Restaurants, Vegetarian, Mexican, Tacos",Phoenix,1,Joyride Taco House,987,4,AZ,Mexican,4.02,14,42
jf_h_Y8iNaduXJvpgLRPng,0,1,ImkG_iGGed9z-C8bMrKfjA,4,1,lRMZSmAsNqNElWaaHviexw,,,1,0,0,1,1,0,0,1,average,1,casual,0,1,2,1,,1,,,free,"American (New), Nightlife, Sports Bars, Restaurants, Chicken Wings, Beer, Wine & Spirits, Food, Bars",Chandler,1,Native Grill & Wings,244,3,AZ,American,4.02,34,129
cTZmf7B-4yciMc1WKiCVOA,0,0,TJHAe38czYY6I6jRdA7YFg,4,0,pKn_H1nkgrwJS6TuHODsvQ,,0,1,0,1,0,1,0,0,0,average,1,casual,0,1,2,0,1,1,outdoor,1,free,"Burgers, Soul Food, Restaurants, American (Traditional), Bars, Diners, Nightlife",Phoenix,1,Welcome Diner,905,4.5,AZ,American,3.96,1456,498
4LPrdCK0L7GFF6vLP5cGTw,0,0,5NhS0MdMtZUkDvtakGpjlQ,2,1,Ycm02l8gHcxy1nhGUPheIA,0,,1,0,0,1,1,0,0,0,average,1,casual,0,1,1,0,0,1,,1,free,"Sushi Bars, Food, Asian Fusion, Japanese, Restaurants, Poke",Phoenix,1,Tokyo Joe's,160,3.5,AZ,Asian Fusion,3.82,12,37
GFoJkebYoK2sigk3H8lUlg,0,0,XuEAaCjkUG_Li6mdJ_ZcWg,3,2,RUxmQJCEiQT4b5JV9dVccw,0,0,1,0,0,1,1,0,0,1,average,0,casual,0,1,2,0,1,1,no,1,no,"Brewpubs, Bars, Barbeque, Food, Pubs, Breweries, Sandwiches, Restaurants, Nightlife, Beer, Wine & Spirits, Burgers, Beer Bar",Chandler,1,Twisted Cactus Brew & BBQ,183,4.5,AZ,Others,2.78,5,18
dimv16yFu0JXR1n1SAqedQ,0,0,7X2MrmAt2il2UqKfhU8LwA,5,0,VhG_V9R6bU0l_SOWN0DCfw,,,1,0,0,0,1,0,0,1,average,1,casual,1,1,2,1,,1,,,free,"Buffets, Lebanese, Specialty Food, Middle Eastern, Mediterranean, Food, Beer, Wine & Spirits, Restaurants, Ethnic Food, Vegetarian",Tempe,1,Mijana,374,3.5,AZ,Mediterranean,2.89,1,16
umrDQGRNied77aVg29_fVw,0,0,qtn2wJzJ1CsJnw6vMGMKiQ,5,0,yijfT6p3ZDafgtWWHsjbwg,1,,1,0,0,1,0,1,1,0,average,1,casual,0,1,1,0,0,1,,1,no,"Chicken Wings, Restaurants, Food, Chicken Shop, Coffee & Tea, Asian Fusion, Donuts",Phoenix,1,Welcome Chicken + Donuts,548,4,AZ,Asian Fusion,4.11,2,35
NJ0RzuWd5xDqfJejYQZ65g,0,0,mDxhn5yg3kWFsEf_D8MiIw,4,1,V7eEye2-ox29NUjoKlSkbg,1,,0,0,1,1,1,0,0,1,average,1,casual,0,1,2,0,1,1,no,1,free,"Nightlife, Bars, American (Traditional), Beer, Wine & Spirits, Burgers, Food, Fast Food, Restaurants, Sushi Bars",Phoenix,1,Delux,998,4,AZ,American,4.28,29,50
orMyWvonOj55yswWf-k72Q,9,10,gdNWyGWKmDBSG0PO0jdHVQ,4,8,kjeX2RXvW7RhBbD2QLd5jA,1,,1,0,0,1,1,1,1,1,average,1,casual,0,1,2,1,1,1,outdoor,1,free,"American (New), Breakfast & Brunch, Gluten-Free, Restaurants, Juice Bars & Smoothies, Cocktail Bars, Vegetarian, Food, Bars, Nightlife",Scottsdale,1,Farm & Craft,626,4,AZ,American,3.69,2953,845
yMBCem_MQYWdK1Hdratz4w,0,0,4XEwFn9Vqc4o9jxFYLAzww,4,3,6nnvUnr77qKtVKwm-OtbEA,,,1,0,0,1,0,0,1,0,average,1,casual,1,1,1,0,0,1,,,no,"Cafes, Bakeries, Breakfast & Brunch, Food, Restaurants",Scottsdale,1,Kneaders Bakery & Cafe,101,4,AZ,Others,3.84,7,24
DCneGyZ5H_uxliaMHI0lYg,1,1,k-UXYBePINr8hF66NNujWA,4,1,D4X52Cyh_TOEac9B0UkFkQ,,0,1,0,0,1,1,0,0,1,,0,,1,1,1,0,,1,,,,"Restaurants, Indian, Fast Food",Phoenix,1,Wraps N Curry,105,4.5,AZ,Others,3.5,2,31
OgJ0KxwJcJ9R5bUK0ixCbg,1,0,xSyJpUqgQLlvawAs2xJmww,5,1,y4p5uo_4_Xzlsr4N9FauvQ,,,0,0,0,1,0,1,1,0,average,1,casual,0,1,2,0,0,1,,,free,"Bakeries, American (New), Nightlife, Bars, Coffee & Tea, Restaurants, Breakfast & Brunch, Food",Phoenix,1,Lux Central,2046,4.5,AZ,American,4.67,45,58
UOtoOybZ5vAB4aXBLc57vA,2,0,_vj6ZnRnfl63JjRoh0OUbA,5,3,CHomvHLiappeENd8SbU9nQ,,,1,,,,,,,1,average,1,casual,1,1,2,1,,1,,,free,"Smokehouse, American (New), Cocktail Bars, Food, Nightlife, Bars, Comfort Food, Barbeque, Restaurants",Scottsdale,1,Bootleggers Modern American Smokehouse,628,4,AZ,American,4.61,25,56
dwNZks_N6paJzgU4zzwlWw,0,0,phAqQQ44DocXY8kAXCOj3A,3,0,WP7FsUsgNW24s7HH5xi7pg,,1,1,0,0,1,0,0,0,1,average,0,casual,0,1,1,0,0,1,,,no,"Chicken Wings, Cajun/Creole, American (Traditional), Fast Food, Food, Restaurants",Gilbert,1,Popeyes Louisiana Kitchen,123,2.5,AZ,American,3.69,349,592
#NAME?,0,0,2Ksj-mQ-vt8BBlQp30cwKQ,3,0,Vf0hOeEgyN7ba1WOnUxBQQ,,,,0,0,0,0,0,0,,,,,,,,,,,,,,"Fast Food, Mexican, Restaurants",Mesa,1,Taco Bell,4,1.5,AZ,Mexican,4.41,200,418
n1S7XnZfCCDIWlMZ8yUvEw,0,0,EwEj4jvY0FyHfsAm1k4UfQ,2,0,j7gg4fROpNkZZe4gT8ivLw,,,1,,,,,,,0,average,1,casual,0,1,1,0,0,1,,,no,"Fast Food, Chinese, Restaurants",Phoenix,1,Panda Express,30,3,AZ,Chinese,3.29,2,7
UJewG9UgVXQ7fyP4UHwnxw,0,5,2tljAy7laphmaeqsvZ5qbw,2,4,L0IBmSMZwmJsnw0SrcFx9g,,,1,,,,,,,1,average,1,casual,0,1,1,0,,1,,,no,"Restaurants, Mexican, Fast Food",Phoenix,0,America's Taco Shop,131,2.5,AZ,Mexican,2.96,24,50
avKtXuzalCP_cVfrk-fLeQ,0,0,V6V5x3Xfbrtwx-03RWAb_w,4,0,fi4H2W9n1ssXq6YuA0o04A,,,0,,,,,,,1,average,0,casual,0,1,1,1,,1,,,free,"Beer, Wine & Spirits, Pubs, Food, Bars, Sports Bars, Dive Bars, Pizza, Club Crawl, American (Traditional), Karaoke, Restaurants, Nightlife",Phoenix,1,Brigett's Last Laugh,108,3.5,AZ,American,3.59,49,124
xbid183atGrvCg-q5ohWwQ,0,0,uVCC2sdwSyFwGWOpWM7Tqw,5,0,_jyBbetoAHgz6WfJm7A0Nw,,,1,1,0,0,0,0,0,0,quiet,1,casual,0,1,1,0,0,1,,1,no,"Specialty Food, Chocolatiers & Shops, Restaurants, Desserts, Creperies, Food, Ice Cream & Frozen Yogurt",Mesa,1,Crème & Chocolats,107,4.5,AZ,Others,3.77,1,31
QzrtN3EjGp-kSCzg8uj1oA,1,1,oD4KWdH2b26Sx7roR-NzpA,5,2,W9IIfIt9agDw4VRmcuoGEg,,,1,0,0,1,1,0,0,1,average,1,casual,,1,2,1,,1,,,free,"Food, Gastropubs, Breweries, Restaurants",Phoenix,1,North Mountain Brewing Company,437,4,AZ,Others,4.5,12,36
qQCsLGMncJp1xWUGnOKCQA,0,0,fJ883mG23egllBgdnjHudg,5,0,MBr7vwivHFDVX8n5SMnxfA,,,1,0,0,1,0,1,1,0,average,1,casual,0,1,2,0,,1,,,free,"Nightlife, Food, Restaurants, Beer, Wine & Spirits, Coffee & Tea, Breakfast & Brunch, Bars, Wine Bars, Do-It-Yourself Food, Cafes",Phoenix,1,32 Shea,687,4,AZ,Others,3,0,7
JzOp695tclcNCNMuBl7oxA,0,0,mM3y8lXaAJ04o8VPnmNgbg,3,0,#NAME?,,0,0,0,0,1,1,0,0,1,loud,1,casual,0,1,2,0,,1,,,free,"Sandwiches, Food, Burgers, Restaurants, American (New), Specialty Food, Breakfast & Brunch, Breweries, Pizza, Nightlife, Bars, Pubs, Cheese Shops",Tempe,1,Four Peaks Brewing,2189,4.5,AZ,American,4,4,12
nZZaLSXkCBYRri9ZfVOgyw,0,0,_kN__QHRq8huXOmQB5iZUQ,5,0,gAkiUuunU0wb4FSVOpJmyg,,,1,1,0,1,1,0,0,1,average,1,casual,0,1,1,1,,1,,,free,"Desserts, Food, Restaurants, Filipino, Bakeries",Phoenix,1,Casa Filipina Bakeshop & Restaurant,181,4,AZ,Others,2.86,4,22
sJNcipFYElitBrtiJx0ezQ,1,0,bzRF4ptUcrP5PvVjXWuu_A,4,2,S0gfs96eYD664Ov5aFW3Ng,,0,0,0,0,1,1,0,0,1,average,1,casual,0,1,2,0,,1,,,free,"Breweries, Restaurants, American (New), Food, Burgers",Gilbert,1,Arizona Wilderness Brewing,1213,4,AZ,American,4.1,16,76
PEnlf5CJ8JJonph2jIljCg,0,0,QvGY9DSXwVz3ZyAUXCAWEw,5,0,e9V-hsaLlQIFvo5GnJIkbg,0,,1,1,0,1,1,1,1,1,average,1,casual,0,1,2,1,,1,,,no,"American (New), Sandwiches, Bagels, Bakeries, Restaurants, Food, Delis, Event Planning & Services, Caterers, Breakfast & Brunch, Delicatessen",Chandler,1,Chompie's,509,3.5,AZ,American,4.39,669,389
qQCsLGMncJp1xWUGnOKCQA,0,0,Vbz96S9h09jmv6q2MvAJig,5,0,G6wl1eRWTJr61lHgz1P_WA,,,1,0,0,1,0,1,1,0,average,1,casual,0,1,2,0,,1,,,free,"Nightlife, Food, Restaurants, Beer, Wine & Spirits, Coffee & Tea, Breakfast & Brunch, Bars, Wine Bars, Do-It-Yourself Food, Cafes",Phoenix,1,32 Shea,687,4,AZ,Others,4.46,0,12
6Iu4YDjAPrDRRrPCt_E2zA,0,0,JTh3sm8YM1jLlPh7PbdUGA,2,0,mwP9lsUeI3wnItfLmVGwTQ,,,1,0,0,1,1,0,0,1,average,0,casual,0,1,2,0,,1,,,free,"Restaurants, Steakhouses, Barbeque, Desserts, Food",Phoenix,1,TEXAZ Grill,566,4,AZ,Others,3,0,5
JzOp695tclcNCNMuBl7oxA,0,0,JJ1KKIu62q0Nvsate055vA,4,0,xmxJrH7AycbKP-dMJbO6_g,,0,0,0,0,1,1,0,0,1,loud,1,casual,0,1,2,0,,1,,,free,"Sandwiches, Food, Burgers, Restaurants, American (New), Specialty Food, Breakfast & Brunch, Breweries, Pizza, Nightlife, Bars, Pubs, Cheese Shops",Tempe,1,Four Peaks Brewing,2189,4.5,AZ,American,3.8,3,19
0gXYLVPNWz0WT8wXQVpS0g,3,1,anjllQedgbjkClBbBGGkjQ,4,6,6ObFF8-uKnOAlXuSH4TlyQ,0,,1,0,0,1,0,0,0,1,average,1,casual,0,1,2,1,1,1,,1,free,"Event Planning & Services, Sandwiches, Food, Restaurants, American (New), Coffee & Tea, Breakfast & Brunch, Party & Event Planning, Caterers",Scottsdale,1,The Herb Box,807,4,AZ,American,4.28,3202,932
W-5cdzVAeRv0EtAeed4tqw,3,2,DdxqEzYjjsP2I_SMh8Ni8Q,4,3,OF5RPqADv5_l7B0f22MRwA,,,1,,,,,,,0,quiet,1,casual,0,1,1,0,,1,,,,"Fast Food, Hot Dogs, Middle Eastern, Restaurants",Phoenix,0,Sam's Gyros,9,4,AZ,Others,4.58,17,12
0d6kx6Jlocw77y1J9nbqMA,0,0,_vD6iNQ9g7K69_6Nv9kaMA,4,1,h-YddB7Yl-AnY3TnTmC3wg,,,1,,,,,,,0,quiet,1,casual,0,0,2,1,,1,,,free,"French, Bakeries, Food, Restaurants",Scottsdale,0,Scratch Pastries & Bistro,195,3.5,AZ,Others,4.22,22,51
AF-N6i0XCJRPFFOZKp1Pnw,5,3,e6CZcL1mfejVdOpw68j4hA,3,6,6jz_Yr6_AP2WWLbj9gGDpA,,1,1,0,0,1,0,0,0,0,average,0,casual,0,1,1,0,0,1,,,no,"Restaurants, Fast Food, Chicken Wings, Chicken Shop",Phoenix,1,KFC,47,2,AZ,Others,3.8,5457,1194
S_bG5WWbtNXhhY9Y0GTcSg,0,0,55GKJwRojLmyIJ7bGtJsvg,5,1,8Vw41rZ96QMwxqOEh1tQhg,1,,1,0,0,1,0,1,1,0,average,1,casual,0,1,2,0,0,1,,1,free,"Food, Mexican, Restaurants, Tacos, American (New), Coffee & Tea, Cafes, Breakfast & Brunch",Phoenix,1,Fàme Caffe,459,4.5,AZ,"Mexican, American",4.27,112,142
h6Y1-KfN2XBkcrV85CS8yg,0,0,U5uP3htngxYmbfEGXaAnLw,4,0,tdHVCNX5xtIGoYu-EW9I1g,,,1,0,0,1,1,0,0,1,average,0,casual,0,1,2,1,1,0,no,,free,"American (Traditional), Bars, Nightlife, American (New), Food, Cinema, Restaurants, Arts & Entertainment, Beer, Wine & Spirits",Scottsdale,1,Studio Movie Grill,748,3,AZ,American,3.4,1,25
RsREl3LkFGiwbt3kGIX4Eg,4,4,YmQtDLX_-D9oPoGQY2ZRzQ,3,4,NjLRgbRZiwEIMpAgXypJtw,,,1,0,0,1,1,0,0,1,average,1,casual,1,1,2,0,,1,,,no,"Restaurants, Barbeque, Soul Food",Phoenix,1,Honey Bear's BBQ,311,3,AZ,Others,3.29,637,275
